ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
372241,Adas Israel Congregation,,,Agency,Adas Israel Congregation,0,DCAP,Adas Israel Congregation,2850 Quebec St Nw,,Washington,DC,20008,United States,"2850 Quebec Street, NW",,Washington,District Of Columbia,DC,20008,United States,,,,,-1,,United States,38.934816,-77.058955,services twice daily seven days a week; offices open weekdays 9:00 am to 5:00 pm  (3:00 pm on Fridays)                                                                                                                 ,(202) 362-4433,Main Number                             ,,,,,,,,,(202) 362-4961,,,,,,,adasoffice@adasisrael.org,http://www.adasisrael.org,Active,,"Founded in 1869, Adas Israel Congregation is the largest Conservative synagogue in the greater Washington, DC area. At its current location at Connecticut Avenue and Porter Street, NW since 1951, the congregation provides religious, cultural, and educatio",372241,,,,Glenn Easton                       ,Executive Director                 ,adasoffice@adasisrael.org,202-362-4433,Rabbi Gil Steinlauf,Senior Rabbi,adasoffice@adasisrael.org,202-362-4433,,,None or unknown,,,,None or unknown,,No,No,fully accessible,,"convenient on Porter Stret, NW and Connecticut Avenue, NW",Cleveland Park Red Line Metro Stop,,,,,,,,,,,,,4/25/12 11:52,,"Provides religious, educational and community involvement.",
373709,Adas Israel Congregation - Anne Frank House,,,Program,Adas Israel Congregation,372241,DCAP,Adas Israel Congregation,2850 Quebec St Nw,,Washington,DC,20008,United States,Anne Frank House,throughout NW ,Washington,-1,DC,"20008, 20016, 20015, 20007,20010",United States,,,,,-1,,United States,38.934816,-77.058955,"9:00 am - 5:00 pm, daily",(301) 652-7617 or 202 487-3604,Main Number,,Intake Number,,,,,,,,,,,,,,ask@theannefrankhouse.org,www.theannefrankhouse.org,Active,," <br />		<p>Provides permanent housing and social service support to formerly homeless men and women with chornic mental illness.</p> <br />",373709,NW Washington,,,,,,,Sue Ducat or Joe Berman,co-president,stansue@verizon.net; getalife@erols.com,301 986-6953 (Ducat); 202 487-3604 (Berman),,,None or unknown,,,,None or unknown,,No,No,                    ," Housing is located in 11 discrete units throughout NW Washington, DC  ",,yes,Donations accepted                                                                                                            ,Potential residents are recommended by Community Council for the Homeless at Friendship Place and are interviewed by Anne Frank House.,,Clients are expected to have SSI or SSDI.,English,,efficiency apartments,11,,03/10/2011 00:00,03/10/2012 00:00,,,,,
373710,Adas Israel Congregation - Kosher Senior Lunch Program,,,Program,Adas Israel Congregation,372241,DCAP,Adas Israel Congregation,2850 Quebec Street Nw,,Washington,DC,20008,United States,"2850 Quebec Street, NW",,Washington,District Of Columbia,DC,20008,United States,,,,,-1,,United States,38.934816,-77.058955,"10:00 am - 2:00 pm, daily",(202) 365-7530,Main Number,(202) 518-9400,x255 Linda P.,(202) 362-4433,Admin. Office,,,,,(202) 518-9420,,,,,,,adasoffice@adasisrael.org,http://www.adasisrael.org/,Active,,"Provides a weekday hot lunch program, as well as social interaction, educational activities, health events, and entertainment. Home visits: Cleveland Park ",373710,All Areas,,Ages 60 or older,Glenn Easton,Executive Director,adasoffice@adasisrael.org,,Glenn Easton,Executive Director,adasoffice@adasisrael.org,202-362-4433,,,None or unknown,,,,None or unknown,,No,No,accessible building,,"Porter Street, NW and Connecticut Avenue, NW                   ",Cleveland Park Metro Red Line,Small donation to cover lunch - $2                                                                                            ,,,,,,,,,,,,11/22/11 15:42,,,
372283,Adoption Center of Washington,ACW,,Program,Adoption Center of Washington,371790,DCAP,Adoption Center Of Washington,100 Daingerfield Rd,,Alexandria,VA,22314,United States,"1726 M Street, NW",Suite 1101,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"9:00 am - 5:00 pm, Monday - Friday; Some Tuesday Evenings",(202) 452-8278,Intake Number,,,,,,,,,(202) 452-8280,,,,,,,linda@adoptioncenter.com,www.adoptioncenter.com,Active,,Seeks to improve the quality of life and expand the opportunities of orphans through adoption. This is a licensed non-profit child-placing agency committed to ethical practices. Creates and sponsors parent education programs and provides support and guida,372283,District of Columbia,,"Prospective parents must be between the ages 25-50, single or married",Linda Brownlee,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,"Initial meeting is free; Classes charge a $4,000 agency fee; Checks accepted.                                                 ","Telephone, By Appointment",,,"Russian, Chinese",,,,,,,06/01/1999 00:00,11/22/11 15:45,,"Key Contact for Answers, Please!  Linda R. Brownlee;  Title:  Executive Director   Phone: (202) 452-8278  Fax:  (202) 452-8280",
371790,Adoption Center of Washington,ACW,,Agency,Adoption Center of Washington,0,DCAP,Adoption Center Of Washington,100 Daingerfield Rd,Suite 101,Alexandria,VA,22314,United States,"1726 M Street, NW",Suite 600,Washington,-1,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",(202) 452-8278,Intake Number                           ,,,,,,                        ,,,(202) 452-8280,,,,,,,lindaacw@aol.com,www.adoptioncenter.com,Active,," <br />		<p>The Adoption Center of Washington (ACW) is a non-profit, child-placing agency licensed in the District of Columbia and Virginia. The agency's purpose is to provide families for children who have an adoption plan made for them and to provide va",371790,,,accepts single and married applicants bettween the ages of 25-45,Linda Brownlee                     ,Executive Director                 ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,Please inquire,Aplication fee of $300 (non-refundable),,,,,,,,,,06/01/1999 00:00,,,Seeks to improve the quality of life and expand the opportunities of orphans through adoption. This is a licensed non-profit child-placing agency committed to ethical practices. Creates and sponsors parent education programs and provides support and guida,
371986,Advocates for Justice and Education,AJE,,Agency,Advocates for Justice and Education,0,DCAP,Advocates For Justice And Education,"1012 Pennsylvania. Ave, SE",,Washington,DC,20003,United States,"1012 Pennsylvania. Ave, SE",,Washington,District Of Columbia,DC,20003,United States,,,,,DC,,United States,38.882,-76.9925,"9:00 am - 5:30 pm, Monday - Friday                                                                                                          ",(202) 678-8060,General Information                     ,,,,,(888) 327-8060,Toll Free Number                        ,,,(202) 678-8062,,,,,,,information@aje-dc.org,http://www.aje-dc.org,Active,,"The mission of Advocates for Justice and Education (AJE) is to educate parents, youth, and the community about the laws governing public education, specifically for children with special needs. We seek to empower youth and parents to be effective advocate",371986,,,Please inquire,Kim Jones                          ,Executive Director                 ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,Please inquire,,,,,,,,,,6/21/99 0:00,4/25/12 11:13,,"Develops and implements parent and youth seminars that encourage parents to advocate on behalf of themselves and their children.  Encourages problem-solving, mediation and arbitration to resolve disputes.  Assists parents in negotiating education services",
372732,Advocates for Justice and Education - Parent and Youth Seminar,AJE,,Program,Advocates for Justice and Education,371986,DCAP,Advocates For Justice And Education - Parent Parent And Youth Seminar,2041 Martin Luther King Jr Ave Se,Suite 400,Washington,DC,20020,United States,"2041 Martin Luther King, Jr Ave. Se",Suite 400,Washington,District Of Columbia,DC,20020,United States,,,,,DC,,United States,38.862215,-76.972801,"9:00 am - 5:30 pm, Monday - Friday",(202) 678-8060,Intake Number,,,,,(888) 327-8060,Toll Free Number,,,(202) 678-8062,,,,,,,information@aje-dc.org,http://www.aje-dc.org,Active,,Provides seminars to empower and encourage parents to effectively advocate on behalf of their children's education.  Educates parents about the role of the courts in the prevention and rehabilitation of delinquent children and youth.<br /><br />Home visit,372732,District of Columbia,,ages 14 to 24 ,Kim Jones,Executive Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 8                      ,,No Fee,"Telephone, By Appointment, Walk-In",,,"English, Spanish",,,,,,,6/21/99 0:00,11/22/11 15:49,,"Key Contact Person for Answers, Please!  Zenobia Broadnax, Office Manager  Telephone:  (202)678-8060  Fax:  (202)678-8062",
371916,Advocates for Youth,,,Agency,Advocates for Youth,0,DCAP,Advocate For Youth,"2000 M ST, NW",#750,Washington,DC,20036,United States,"2000 M Street, NW",Suite 750,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",(202) 419-3420,Main Number                             ,,,,,,,,,(202) 419-1448,,,,,,,info@advocatesforyouth.org,http://www.advocatesforyouth.org,Active,,Advocates for Youth champions efforts to help young people make informed and responsible decisions about their reproductive and sexual health. Advocates believes it can best serve the field by boldly advocating for a more positive and realistic approach t,371916,,,,James Wagoner                      ,President                          ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,6/15/99 0:00,4/25/12 10:58,,"Promotes healthy decision-making about sexuality among youth. Provides information and advocacy to institutions and individuals that work with youth. Focuses on life planning, peer education, rites-of-passage, improved access to reproductive health care, ",
372550,Advocates for Youth - Teen Sexuality Information and Public Education,,,Program,Advocates for Youth,371916,DCAP,Advocates For Youth Teen Sexuality Information & Public Educatio,"2000 M St, NW",#750,Washington,DC,20036,United States,"2000 M ST, NW",Suite 750,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,"9:00 am - 5:00 pm, Monday - Friday",(202)419-3420,Intake Number,,,,,,,,,(202) 419-1448,,,,,,,info@advocatesforyouth.org,http://www.advocatesforyouth.org,Active,,"Provides information on the prevention of teen pregnancy.  Develops written programs for organizations that work with teen pregnancy and AIDS prevention.  Also provides training, consultation, and information on youth sexuality, reproductive health issues",372550,District of Columbia,,None,,,,,Sarah Axelson,Program Manager,,same as intake,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,Sliding scale                                                                                                                 ,Telephone,,,"French, Spanish",,,,,,,6/15/99 0:00,4/25/12 10:59,,"Key Contact Person for Answers, Please!  James Wagoner,  President",
372649,AFRH - US Soldiers' and Airmen's Home,USSAH. ARFH,,Program,Armed Forces Retirement Homes (AFRH),371949,DCAP,Us Soldiers' & Airman's Home M.G. Donald Hilbert,3700 N Capitol St Nw,,Washington,DC,20011,United States,"3700 North Capitol Street, NW",,Washington,District Of Columbia,DC,20011,United States,,,,,DC,,United States,38.952387,-77.017836,Open 24 Hours,(202)-730-3112,Main Number,(202) 730-3111,(Serious Emergencies Only),(800) 422-9988,,,,,,(202) 730-3492,,,,,,,david.lentz@afrh.gov,http://www.afrh.com,Active,,Offers an assisted-living retirement home and nursing care for eligible veterans.  At the time of admission applicants must be able to live independently and take care of their own personal needs.,372649,,,"Veterans, free of drug, alcohol, and psychiatric problems, and never been convicted of a felony","M.G. Donald Hilbert , USA Ret",Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,Sliding Scale (fee is assessed at 35 % of resident's income),Telephone (for detailed eligibility criteria),,,,,,,,,,6/17/99 0:00,11/22/11 16:08,,"Key contact person for Answers, Please!  M.G. Donald Hilbert - Director  Telephone:  (202) 722-3039  Fax: (202) 722-3335",
372770,African Heritage Dancers and Drummers,AHDD,,Program,African Heritage Dancers and Drummers,372008,DCAP,"African Heritage Dancers & Drummers, Inc",1320 Good Hope,,Washington,DC,20020,United States,"1320 Good Hope Rd, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,DC,,United States,38.862215,-76.972801,"11:00 am - 9:00 pm, Monday - Friday",(202) 399-5252,Main Number,,,,,,,,,,,,,,,,africanhdd@aol.com,www.interchange.org/AHDD,Active,,Uses the performing arts to build positive self-esteem in at-risk youth.  Strives to provide an opportunity for youth performing groups to see the outside world through performing venues in the community.<br /><br />Home visits: Marshall Heights       ,372770,District of Columbia,,Ages 4 - 17,Mr. Melvin Deal,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 7                      ,,No Fee,"Telephone, By Appointment, Walk-In, Referral Required (from a community organization or school)",,,English,,,,,,,6/21/99 0:00,4/18/12 14:31,,"Key Contact Person for Answers, Please!  Mrs. Earlene Cooper,  Administrative Assistant  Phone:   (202) 399-5252  Fax:  (202) 399-5252",
372008,African Heritage Dancers and Drummers,AHDD,,Agency,African Heritage Dancers and Drummers,0,DCAP,African Heritage Dancers & Drummers,"1320 Good Hope Rd, SE",,Washington,DC,20020,United States,"1320 Good Hope Rd, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,DC,,United States,38.862215,-76.972801,"4:00 pm - 7:00 pm, Monday - Friday; 10:00 am - 2:00 pm, Saturday                                                                            ",(202) 399-5252,Main Number                             ,,,,,,,,,,,,,,,,africanhdd@aol.com,http://interchange.org/AHDD/,Active,,"Dance and Music play an important part in the life of African peoples. Dance and Music is performed to worship god and <font color=#000000>ancestors</font>, to make hard work easier, and to celebrate important events in the community, such as Initiations ",372008,,,please inquire for age restrictions,Mr. Melvin Deal                    ,Director                           ,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,please inquire,,,,,,,,,,,6/21/99 0:00,4/18/12 14:30,,Serves at-risk youth by providing a safe space after-school program utilizing the discipline of the performing arts to build positive self-esteem and broaden horizons.  Youth perform in venues in the extended community.    ,
