id,景點編號,景點中文名稱,景點特色詳細文字簡述,開放時間,景點之管理權責單位代碼,X坐標,Y坐標,景點分類代碼1,Changetime,地址,景點服務電話,停車資訊,主要停車場X坐標,主要停車場Y坐標,票價及相關價格資料,警告及注意事項,常用搜尋關鍵字
v_36,C1_395000000A_000036,嶺頂公園,"「嶺頂公園」位在關子嶺溫泉區上方，花木扶疏，景色怡人，公園內數株高大巨碩的龍眼樹，巧緻的花台，花團錦簇。 
「大成殿」為公園內最醒目建築物，一樓為「溫泉展示館」，分成關子嶺溫泉展示區、歐洲溫泉展示區、國內溫泉展示區和關子嶺形象商圈經營成果展等四區。 
公園東側有知名的「好漢坡」，由嶺頂直通「火王爺廟」，計有二百九十二階，俗稱「二百棧」，氣勢不凡。",一~日00:00~24:00,395000000A,120.503519,23.338306,12,2012/09/26 12:00:00,臺南市白河區關嶺里28-3號,886-6-6822293,,,,,,
v_37,C1_395000000A_000037,碧雲寺,"碧雲寺原名火山廟，建於清嘉慶三年。位於枕頭山西南麓，俗稱「新巖」。源於大仙寺，供奉觀音大士，相傳為明鄭時期所建。古剎依山勢而建，寺門古樸雅緻，內部棟樑雕刻細膩，殿堂莊嚴清靜，香火鼎盛。碧雲寺附近有水火同源奇景,俗稱水土洞,地層裡同時冒出地下水與瓦斯熊熊火焰在水面燃燒跳躍，經年不滅。山門右方有一出米洞，寺前視野極佳，晴朗時可眺望嘉南平原風光與俗稱「舊巖」的大仙寺合稱前南瀛八景之「關嶺雲巖」。",一~日09:00~17:00,395000000A,120.480849,23.325233,04,2012/09/26 12:00:00,臺南市白河區火山路1號,886-6-6852811,,,,,佛教聖地請勿喧鬧,火山廟、新巖、舊巖、關嶺雲巖
v_38,C1_395000000A_000038,烏山頭水庫,位處六甲區與官田區交界，從空中鳥瞰，外型蜿蜒曲折，如美麗的藍色珊瑚，所以有「珊瑚潭」的美稱，沿岸樹林蒼翠，湖光山嵐景色美麗，主要遊樂區集中西岸，有親水公園、珊瑚飛瀑、三角埤公園、香榭大道、大壩區等，而有大型新遊玩設施的親水公園，包括水濂瀑布區、戲水區、多功能游泳池、雨林區、恐龍隧道等，大壩區有天壇、溢洪道、中正公園、吊橋、烤肉區、兒童遊樂區等，而天壇，更是水庫的代表地標，住宿西拉雅渡假飯店享受美食與水庫日落、日出臥堤迎暉的美景，潭水、醺風、綠意再配一壺好茶，好心情… ,一~日06:00~18:00,395000000A,120.363191,23.208006,12,2012/09/26 12:00:00,臺南市官田區嘉南里68-2號,886-6-6982103,設有大型停車場,,,全票150元半票80元團體120元,注意防曬,
v_39,C1_395000000A_000039,西拉雅國家風景區管理處,西拉雅國家風景區位於曾文溪、鹽水溪流域、急水溪流域的上游，北起台南市白河區及嘉義縣大埔鄉，南至台南市新化區南及左鎮區西南，東至南化區界及台20線，西至2高及烏山頭風景特定區，包括曾文、烏山頭、白河、尖山埤及虎頭埤5水庫，此區是史前人類及西拉雅原住民的活動區域，有眾多平埔族及西拉雅族移居於此，保留許多傳統節慶祭典，自然和人文資源豐富。 ,一~日08:30~17:30,395000000A,120.471845,23.354755,14,2012/09/26 12:00:00,臺南市白河區仙草里仙草1-1號,0800-580762,,,,,,
v_40,C1_395000000A_000040,工研院南部分院,南部分院設立目標在引導民間企業運用工研院的科技資源，投入相關的研發，形成一個高科技產業的發展環境，帶動南部經濟的快速成長，院區建築頗有看頭，設有自行車道，可悠閒散步。 ,"相關學術團體可預約內部參觀，
一般民眾僅可參觀外圍",395000000A,120.369687,23.230078,12,2012/09/26 12:00:00,臺南市六甲區工研路8號,886-6-6939000,,,,,,
v_41,C1_395000000A_000041,隆田觀光酒廠,隆田酒廠原為製造高粱酒的製麴工廠，在製麴工事遷回嘉義酒廠後，生產酒精並增設高粱酒工廠，更名隆田酒廠，產品有玉山清香高粱酒、二鍋頭、龍鳳酒、蔘茸酒、鹿茸酒等，轉型為觀光酒廠。進入隆田酒廠可自由參觀，除高粱酒等酒類外，也有副產品－酒冰棒、藥膳香腸、酒蛋、龍鳳雞爪、醉雞腿、醉元寶、茉莉花蜂蜜蛋糕…等，外面嚐不到的，這裡可一飽口福喔！營業時間20人以上可安排導覽解說。 ,一~日08:30~17:00,395000000A,120.321595,23.196425,14,2012/09/26 12:00:00,臺南市官田區隆本里中華路一段335號,886-6-5791311,設有中型停車場,,,,,
v_42,C1_395000000A_000042,水雉復育區,水雉是原台南縣的縣鳥，當1998年高鐵計畫通過本市官田葫蘆埤時，周邊的菱角田正好為水雉重要繁殖區及渡冬區，因水雉數量越來越少，高鐵公司在鄰近土地建造人工棲地，希望吸引水雉搬家，「高鐵水雉保育計畫」為國內之創舉。因為建造人工棲地，在台灣並無類似經驗參考，必須依賴長期監測與改善工程，同時藉助國外經驗共同投入，目前水雉總數已達到約120隻，這個政府部門與民間團體合作建造的濕地公園，呈現出的生命力，實為國內難得之成就。 ,"「復育水雉棲地」的場域，入園請先登記。
二~日09:00~17:00
(1)週一休園日：每週的週一休園，但遇『國定假日』，則彈性開園，次上班日補休園。
(2)月底休園日：每月25~31日休園，但遇『週休二日』、『國定假日』，則彈性開園。",395000000A,120.313168,23.184452,02,2012/09/26 12:00:00,台南市官田區裕隆路官田國中附近,886-6-5793911,設有小型停車場,,,,賞鳥時請輕聲細語,
v_43,C1_395000000A_000043,陳前總統水扁祖厝,官田區西庄里，一向平靜恬然的農村聚落，因為誕生了台灣第2屆總統，而喧騰起來，紛沓的人潮、觀光客的進入，帶動鄉村風潮熱。西庄的信仰中心惠安宮、阿扁老家成了阿公阿媽遊覽的指定景點，連接兩地的巷道也成了觀光街巷，各式小吃皆以阿扁為名，阿英肉粽發明新口味的「扁粽」，加上各式小攤－阿扁紀念酒、阿扁拼圖、扁袋、扁豆、扁蛋… 等，只要以阿扁為名，皆有蓬勃的商機收入，純樸的農村料想不到也會有如此興盛的生活！ ,電洽,395000000A,120.294735,23.186656,03,2012/09/26 12:00:00,臺南市官田區西庄里27號,886-6-5792153,西庄里入口處有小停車場,,,,,
v_44,C1_395000000A_000044,葫蘆埤生態公園,葫蘆埤位於縣道176旁，綠波潾潾，採菱小舟偶爾點綴其間，數十甲的水域是居民垂釣的好地方，更是阿扁總統小時候嬉戲遊玩之處，「菱鄉舟影」的葫蘆埤，走到西庄探訪總統故鄉時，別忘了繞過來享受一下葫蘆埤那午後宜人的舒暢涼風。乾隆35年(1770)由邱道光等13人出資開挖興建葫蘆埤，為灌溉蓄水之用，因形似葫蘆而名為葫蘆埤。平常白鷺鷥聚居，又有凌波仙子－水雉在此棲息，鳥類生態吸引了許多賞鳥人士前往。葫蘆埤周邊景觀設施非常完善，也有漢番禁碑可探訪尋幽，藍天白雲、橘紅吊橋、綠色田園、多元生態，提供遊客親水、體驗旅遊消暑行程。 ,一~日00:00~24:00,395000000A,120.297235,23.198219,12,2012/09/26 12:00:00,臺南市官田區中山路二段207號,886-6-5792860,,,,,,
v_45,C1_395000000A_000045,嘉南高爾夫球場,"本球場係委託美國 WILLARD C.BYRD AND ASSOCIATES,配合原有地形、地貌規劃，每洞無不精心設計，難易適中、極具桃戰性之球場。另由美國TIM COX SPECIALTY GRADING SERVICE工程公司細修造形，無論近眺、遠望別有一番風味。同時，植草工程委由致力於世界各地知名高爾夫球場植草及維護工程之先驅DR. RAY JENSEN 種植，使整個球場更趨完美。 ","一~日夏令時間: 5:00~19:30 
一~日冬令時間: 6:00~18:30 ",395000000A,120.370685,23.168262,12,2012/09/26 12:00:00,臺南市官田區社子里六雙21號,886-6-6900800,,,,,,
v_46,C1_395000000A_000046,赤山龍湖巖,本寺相傳為明鄭參軍陳永華所建，為洪門天地會的發源地，建於赤山的尾端，廟前有一龍湖，故稱赤山龍湖巖，傳康熙初年，南部大水，在安平港支流，發現浮現一青斗石，狀似觀音菩薩，石重無法搬移，庄民胡劍刀運糖經過得知此事，前往參拜，希能請至赤山堡奉香，果然輕請上車，但至赤山時，佛像釘牢般不動如山，問卜後得知佛意留在赤山巖，於是迎入奉祀。 ,一~日00:00~24:00,395000000A,120.361758,23.218355,04,2012/09/26 12:00:00,臺南市六甲區珊瑚路198巷1號,886-6-6982205,設有小型停車場,,,,,
v_47,C1_395000000A_000047,林鳳營車站,林鳳營車站已70餘歲，原貌保存良好的木造老火車站，花圃、木製座椅也保養得非常好，外型和後壁車站非常相似，與後壁、保安並列為3大最值得參觀的古老車站。 由日本技術師設計建造，屋頂覆蓋著魚鱗片的日本黑瓦，四面緩緩下斜的設計，據說與奈良東大寺「四注造」設計相似，帶件復古卡其色的高中校服、舊衣服來拍張懷舊照片一定很有味道。,一~日00:00~24:00,395000000A,120.320957,23.242608,03,2012/09/26 12:00:00,臺南市六甲區林鳳營16號,886-6-6986086,,,,,,
v_48,C1_395000000A_000048,蓮花世界,這是台灣第一家以蓮為主題的觀光休閒農場，負責人林森津先生，地方上都以「蓮花博士」來尊稱他，20幾年來，他已經研發出300多種蓮花，現場還提供美味的蓮子餐，2000年，他榮獲農委會「優秀農業人員獎」，這是農業界的最高榮譽。,一~日07:00~18:00,395000000A,120.317652,23.245072,09,2012/09/26 12:00:00,臺南市六甲區中社里林鳳營109號,886-6-6982820,設有小型停車場,,,,清潔費50元可抵消費,
v_49,C1_395000000A_000049,虎頭埤風景區,"虎頭埤位於新化區東郊虎頭山麓，這裡開發甚早，清道光26年間（1846），為解決居民缺水問題，台南知府周懋奇與地方士紳歐安陽築堤設堰，引鹽水溪上游河水，開發為埤圳，百餘年來，虎頭埤歷經地震、洪水氾濫以及淤積問題，容水量減少，至今仍為大新化地區的農田灌溉用水，與居民生活息息相關。 
園區內綠樹成蔭、湖面曲折蜿蜒，昔為台灣12景之一，虎頭倒影、虎潭釣月、水橋虹影、江亭坐月…皆是園區內著名美景，虎頭埤湖面廣闊，環湖步道貫穿全區，沿路樟樹、相思樹成林，虎月亭矗立湖心小島，並以虎月吊橋橫跨兩岸，吊橋細緻悠長，晨昏時立於橋上，俯瞰湖心，湖波光彩淋漓，煞是動人。來到這邊，千萬別急著離開，安排兩天一夜的行程，細細品味虎頭埤晨昏變化的美景，讓人在忙碌的生活中，來一段大自然的spa。 ",一~日06:00~22:00,395000000A,120.336095,23.027124,11,2012/09/26 12:00:00,臺南市新化區中興路42巷36號,886-6-5901325,大門外有中型停車場,,,全票80元半票40元優待票10元,水邊遊玩注意安全,
v_50,C1_395000000A_000050,新化老街,新化區在日治時期曾為極風光之市街，當年新化地區與府城台南往來頻繁，造就出蓬勃的商業買賣，中山路、中正路一帶，由於地處交通要道，人潮來往，興建了大批洋樓、街屋，形成繁榮的商店街，交易極為熱絡。走上今日的新化老街，從保留下的老洋樓，仿巴洛克式的立面建築，講究的花紋與雕飾，不經意的發現這邊的商家多為幾十年歷史的老商號，與老街上現代便利商店7-11比較起來，光線雖不明亮，貨品排列也隨性，但走進每家商號，卻令人回想起小時候穿梭在雜貨店中，店家吆喝買賣的情景，彷彿當年的榮景在歲月痕跡中再度顯現。曾經的繁華商街，現在的新化老街，散步其間，不禁喟然！ ,一~日00:00~24:00,395000000A,120.308034,23.035867,03,2012/09/26 12:00:00,臺南市新化區中正路336號,886-6-5905009,,,,,,
v_51,C1_395000000A_000051,楊逵文學紀念館,"楊逵生於大目降，10歲在新化公學校就讀時，親眼目睹?吧哖事件，因而產生抗日意識,17歲考上第1屆台南一中,18歲休學赴日。「送報伕」是楊逵的處女作,也是獲得國際文學獎的第1位台灣文學家,因從事抗日活動,他與妻子葉陶新婚之夜，在牢中度過,二二八事件後,楊逵又因發表「和平宣言」呼籲釋放政治犯，被監禁在緣島達12年,期間所寫之「春光關不住」,於1976年編錄在國中教科書中,改名「壓不扁的玫瑰」。政府為紀念楊逵,在舊的新化地政事務所設置楊逵文學館,豐富的文物,充滿文學風格的空間,非常值得來此品味感受。 ",一~日9:00~12:00 14:00~17:30,395000000A,120.307449,23.037837,01,2012/09/26 12:00:00,臺南市新化區中正路488號,886-6-5905356,大門外有小型停車場,,,,,
v_52,C1_395000000A_000052,新化街役場,新化街役場是新化區的舊公所，建於日治時期，建築仿歐洲文藝復興時期戲院式樣設計，結合東西方建築特色，是彰化以南僅存的街役場建築。 ,一~日11:00~23:00 ,395000000A,120.307347,23.038182,03,2012/09/26 12:00:00,臺南市新化區中正路500號,886-6-5905599,餐廳旁有公立地下停車場,,,,,
v_53,C1_395000000A_000053,新化國家植物園,位虎頭埤東側的新化國家物植物園，為中興大學的實驗林場，面積約90公頃，林相豐富，以桃花心木最多，是學術研究與保安林水源的涵養區，提供虎頭埤水庫之水源。斜斜的陽光，穿越林間，林相優美的林場，隨時都散發出誘人的「芬多精」，為遊客洗盡心靈千塵。1996年選為「新南瀛勝景」八景十勝之一，近年來已成為登山、健行和觀光的新景點。 園區內林道四通八達清靜幽深，行走其間，心神舒暢，林木間也有不少鳥類及鳳蠂、蜻蜓、獨角仙等昆蟲，園區內設有套房、餐廳、茶坊、農特產中心、焢窯區、烤肉區等適合家庭、團體前往休閒、遊旅、聚餐，老少咸宜，團體另有套裝行程，園區解說、DIY、鬥蟋蟀表演等。,一~日0530~18:00,395000000A,120.352778,23.026936,07,2012/09/26 12:00:00,臺南市新化區口埤76號,886-6-5901063,,,,全票100元、團體套裝票150元、半票80元、特惠票20元,,
v_54,C1_395000000A_000054,大坑休閒農場,大坑休閒農場，為一處由農牧生產轉變成休閒型態的農場。佔地約10公頃，群山環抱，是觀看日出、雲海的極佳地點。多元化經營，保留原有農村景物外，配合場地山勢地形，更添加繩索吊橋、高空滑車、震撼世界、單索過山等活動設施。近年來致力於場區美化，大量種植花草景觀竹林，開發森林渡假蒸氣浴原木屋，並具備有大型會議廳，提供田園樂趣外更歡迎各類機關團體學校社團開會、講習、研修、野營渡假等功能。另外增設有山泉SPA、三溫暖、親子戲水區及山泉游泳池。斥資千餘萬，建造最完善的會議場所，可容納近三百人，有超大投影螢幕、雷射CD、錄放影機、Hi-Fi立體音響、KTV點歌系統，配合本場特殊的山野地形，及新增設之山泉SPA設備，給您前所未有的享受。 ,一~日08:00~23:00,395000000A,120.390276,23.006969,09,2012/09/26 12:00:00,臺南市新化區大坑里82號,886-6-5941555,設有中型停車場,,,全票150元半票100元(可抵消費),,
